com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
6810,fe5f2c70-551c-42c0-b8dc-798e6f7f2661.binning_data.json,4173290,6000,5,2020-02-19 18:43:33.545,com.sec.android.app.shealth,2020-02-19 06:53:47.531,fe5f2c70-551c-42c0-b8dc-798e6f7f2661.source_info.json,1.2053224,5030.16,283.51,6805,VfS0qUERdZ,com.sec.android.app.shealth,0,fe5f2c70-551c-42c0-b8dc-798e6f7f2661.achievement.json,fe5f2c70-551c-42c0-b8dc-798e6f7f2661,1582070400000,
9949,08b57d6e-c32d-4edb-8fef-50d880b82ed6.binning_data.json,5721406,6000,2,2019-11-07 08:21:46.547,com.sec.android.app.shealth,2019-10-22 03:13:11.003,,2.7777774,6620.149,358.27,9947,856JjMUFzS,com.sec.android.app.shealth,0,08b57d6e-c32d-4edb-8fef-50d880b82ed6.achievement.json,08b57d6e-c32d-4edb-8fef-50d880b82ed6,1571702400000,
10108,f4565611-8376-4522-9a93-4732ea82f221.binning_data.json,5984423,6000,2,2019-10-22 03:13:11.047,com.sec.android.app.shealth,2019-10-22 03:13:11.047,,2.138889,6667.869,357.6,10106,856JjMUFzS,com.sec.android.app.shealth,0,f4565611-8376-4522-9a93-4732ea82f221.achievement.json,f4565611-8376-4522-9a93-4732ea82f221,1571443200000,
6935,b67f9ce3-44aa-46ed-b07d-52368c0b310a.binning_data.json,4725834,6000,1,2020-01-15 23:00:11.278,com.sec.android.app.shealth,2020-01-15 07:55:04.310,,1.6111112,4994.12,286.34,6934,ekw9bqx6s/,com.sec.android.app.shealth,0,b67f9ce3-44aa-46ed-b07d-52368c0b310a.achievement.json,b67f9ce3-44aa-46ed-b07d-52368c0b310a,1579046400000,
25,12a903f2-6e10-43e3-9270-c5509d1a6129.binning_data.json,16591,6000,0,2020-03-29 03:04:43.153,com.sec.android.app.shealth,2020-03-29 02:55:03.929,12a903f2-6e10-43e3-9270-c5509d1a6129.source_info.json,1.1144047,18.49,1.0,25,VfS0qUERdZ,com.sec.android.app.shealth,0,12a903f2-6e10-43e3-9270-c5509d1a6129.achievement.json,12a903f2-6e10-43e3-9270-c5509d1a6129,1585440000000,
4771,57c79d12-2ba5-48bf-add4-0f34201a9d5a.binning_data.json,2702941,6000,0,2019-11-23 21:31:09.323,com.sec.android.app.shealth,2019-11-11 23:35:01.218,57c79d12-2ba5-48bf-add4-0f34201a9d5a.source_info.json,1.2935954,3496.512,185.589,4771,VfS0qUERdZ,com.sec.android.app.shealth,0,57c79d12-2ba5-48bf-add4-0f34201a9d5a.achievement.json,57c79d12-2ba5-48bf-add4-0f34201a9d5a,1573516800000,
8701,4eb6fdd0-03f5-481a-8856-bb7d29cea486.binning_data.json,4839245,6000,31,2019-10-22 03:13:11.086,com.sec.android.app.shealth,2019-10-22 03:13:11.086,,2.138889,6123.035,322.86,8670,856JjMUFzS,com.sec.android.app.shealth,0,4eb6fdd0-03f5-481a-8856-bb7d29cea486.achievement.json,4eb6fdd0-03f5-481a-8856-bb7d29cea486,1571616000000,
25,ae55331c-fb78-41a8-b15a-d55cb8162586.binning_data.json,16591,6000,0,2020-03-29 22:00:02.517,com.sec.android.app.shealth,2020-03-29 22:00:02.517,,1.2222222,18.49,1.0,25,ekw9bqx6s/,com.sec.android.app.shealth,0,ae55331c-fb78-41a8-b15a-d55cb8162586.achievement.json,ae55331c-fb78-41a8-b15a-d55cb8162586,1585440000000,
6810,7526f391-72c9-47c5-a700-e0cf473f270f.binning_data.json,4173240,6000,5,2020-02-19 23:02:49.095,com.sec.android.app.shealth,2020-02-19 23:02:49.095,,1.6116667,5030.16,283.51,6805,ekw9bqx6s/,com.sec.android.app.shealth,0,7526f391-72c9-47c5-a700-e0cf473f270f.achievement.json,7526f391-72c9-47c5-a700-e0cf473f270f,1582070400000,
10503,aa2731fa-2a4e-44ce-b8be-a5704859bacc.binning_data.json,6748325,6000,0,2019-10-22 18:30:01.986,com.sec.android.app.shealth,2019-10-22 18:30:01.986,,1.6666665,7787.5103,421.64,10503,ekw9bqx6s/,com.sec.android.app.shealth,1438,aa2731fa-2a4e-44ce-b8be-a5704859bacc.achievement.json,aa2731fa-2a4e-44ce-b8be-a5704859bacc,1571702400000,
4467,4963dff9-7637-4df5-87cb-63a9fac57b6a.binning_data.json,2554662,6000,0,2019-11-12 23:00:03.508,com.sec.android.app.shealth,2019-11-12 23:00:03.508,,1.5833335,3372.28,180.12,4467,ekw9bqx6s/,com.sec.android.app.shealth,2465,4963dff9-7637-4df5-87cb-63a9fac57b6a.achievement.json,4963dff9-7637-4df5-87cb-63a9fac57b6a,1573516800000,
8002,99ca56f0-b4af-4a4a-a05b-7d83960eb5e7.binning_data.json,4865961,6000,18,2020-02-20 22:27:08.962,com.sec.android.app.shealth,2020-02-20 06:33:14.714,99ca56f0-b4af-4a4a-a05b-7d83960eb5e7.source_info.json,1.2144158,5909.3,334.46,7984,VfS0qUERdZ,com.sec.android.app.shealth,0,99ca56f0-b4af-4a4a-a05b-7d83960eb5e7.achievement.json,99ca56f0-b4af-4a4a-a05b-7d83960eb5e7,1582156800000,
12942,4fdcdd0d-74a7-4883-ab4e-fa55a5bf9fa4.binning_data.json,7730435,6000,0,2020-02-01 13:44:56.025,com.sec.android.app.shealth,2020-01-16 08:55:38.429,4fdcdd0d-74a7-4883-ab4e-fa55a5bf9fa4.source_info.json,1.1799574,9121.584,503.698,12942,VfS0qUERdZ,com.sec.android.app.shealth,0,4fdcdd0d-74a7-4883-ab4e-fa55a5bf9fa4.achievement.json,4fdcdd0d-74a7-4883-ab4e-fa55a5bf9fa4,1579132800000,
5482,600ff07d-499e-4fd5-9177-edc5e4d2878f.binning_data.json,3634746,6000,0,2019-12-13 23:03:10.571,com.sec.android.app.shealth,2019-12-13 23:03:10.571,,1.6111112,3978.61,225.84,5482,ekw9bqx6s/,com.sec.android.app.shealth,0,600ff07d-499e-4fd5-9177-edc5e4d2878f.achievement.json,600ff07d-499e-4fd5-9177-edc5e4d2878f,1576195200000,
8002,c7db8179-a952-47b7-8c35-27342e472b29.binning_data.json,4865910,6000,18,2020-02-20 23:00:12.629,com.sec.android.app.shealth,2020-02-20 23:00:12.629,,2.5,5909.3,334.46,7984,ekw9bqx6s/,com.sec.android.app.shealth,0,c7db8179-a952-47b7-8c35-27342e472b29.achievement.json,c7db8179-a952-47b7-8c35-27342e472b29,1582156800000,
9281,aef4266c-50f4-4914-ba9c-fcd4a5e46ab0.binning_data.json,5733930,6000,0,2020-01-16 23:00:06.557,com.sec.android.app.shealth,2020-01-16 23:00:06.557,,1.6111112,6839.14,384.27,9281,ekw9bqx6s/,com.sec.android.app.shealth,3268,aef4266c-50f4-4914-ba9c-fcd4a5e46ab0.achievement.json,aef4266c-50f4-4914-ba9c-fcd4a5e46ab0,1579132800000,
6903,0f1bb450-3376-49b4-aa7f-06a56f3e0ddc.binning_data.json,3976404,6000,7,2019-11-07 08:21:46.873,com.sec.android.app.shealth,2019-10-22 20:14:07.160,0f1bb450-3376-49b4-aa7f-06a56f3e0ddc.source_info.json,1.1937834,4746.966,254.8,6896,VfS0qUERdZ,com.sec.android.app.shealth,0,0f1bb450-3376-49b4-aa7f-06a56f3e0ddc.achievement.json,0f1bb450-3376-49b4-aa7f-06a56f3e0ddc,1571788800000,
5895,60f22828-4a60-4f85-86c0-bd44df53bd2b.binning_data.json,3824745,6000,0,2020-02-21 21:43:41.022,com.sec.android.app.shealth,2020-02-21 08:15:12.811,60f22828-4a60-4f85-86c0-bd44df53bd2b.source_info.json,1.1249871,4302.79,243.71,5895,VfS0qUERdZ,com.sec.android.app.shealth,0,60f22828-4a60-4f85-86c0-bd44df53bd2b.achievement.json,60f22828-4a60-4f85-86c0-bd44df53bd2b,1582243200000,
55,48cfa76c-beb1-455d-8e3e-014aa21298bb.binning_data.json,39483,6000,0,2020-03-30 20:12:34.132,com.sec.android.app.shealth,2020-03-30 11:22:24.056,48cfa76c-beb1-455d-8e3e-014aa21298bb.source_info.json,1.0151137,40.079998,2.21,55,VfS0qUERdZ,com.sec.android.app.shealth,0,48cfa76c-beb1-455d-8e3e-014aa21298bb.achievement.json,48cfa76c-beb1-455d-8e3e-014aa21298bb,1585526400000,
9525,48bcf70d-8569-4e2b-ac92-0d7a26469749.binning_data.json,5833429,6000,12,2020-02-01 13:44:56.061,com.sec.android.app.shealth,2020-01-17 07:30:01.600,48bcf70d-8569-4e2b-ac92-0d7a26469749.source_info.json,1.1469646,6690.737,372.664,9513,VfS0qUERdZ,com.sec.android.app.shealth,0,48bcf70d-8569-4e2b-ac92-0d7a26469749.achievement.json,48bcf70d-8569-4e2b-ac92-0d7a26469749,1579219200000,
10511,24e57959-b545-454d-9331-790038a2b921.binning_data.json,6175876,6000,34,2019-11-23 21:31:09.282,com.sec.android.app.shealth,2019-11-13 05:55:04.601,24e57959-b545-454d-9331-790038a2b921.source_info.json,1.2535226,7741.601,424.861,10477,VfS0qUERdZ,com.sec.android.app.shealth,0,24e57959-b545-454d-9331-790038a2b921.achievement.json,24e57959-b545-454d-9331-790038a2b921,1573603200000,
4373,82ec037d-cf82-4f26-8fd7-cf6921607019.binning_data.json,2664688,6000,0,2019-12-21 16:43:57.403,com.sec.android.app.shealth,2019-12-14 01:15:47.534,82ec037d-cf82-4f26-8fd7-cf6921607019.source_info.json,1.1961249,3187.3,176.25,4373,VfS0qUERdZ,com.sec.android.app.shealth,0,82ec037d-cf82-4f26-8fd7-cf6921607019.achievement.json,82ec037d-cf82-4f26-8fd7-cf6921607019,1576281600000,
6044,9a8c490f-c227-4c71-acb0-e20da33ddc3e.binning_data.json,3849967,6000,24,2020-01-17 23:00:01.288,com.sec.android.app.shealth,2020-01-17 23:00:01.288,,2.8611112,4434.59,251.7,6020,ekw9bqx6s/,com.sec.android.app.shealth,0,9a8c490f-c227-4c71-acb0-e20da33ddc3e.achievement.json,9a8c490f-c227-4c71-acb0-e20da33ddc3e,1579219200000,
1765,205c3b81-9bd0-4124-844a-f753d7366f1d.binning_data.json,1138771,6000,4,2019-10-23 18:30:02.539,com.sec.android.app.shealth,2019-10-23 18:30:02.539,,2.1111112,1307.09,71.54,1761,ekw9bqx6s/,com.sec.android.app.shealth,0,205c3b81-9bd0-4124-844a-f753d7366f1d.achievement.json,205c3b81-9bd0-4124-844a-f753d7366f1d,1571788800000,
5895,0c8ec7bb-ceb3-4aa6-9f94-32273f43e702.binning_data.json,3824702,6000,0,2020-02-21 23:00:02.653,com.sec.android.app.shealth,2020-02-21 23:00:02.653,,1.8611113,4302.79,243.71,5895,ekw9bqx6s/,com.sec.android.app.shealth,0,0c8ec7bb-ceb3-4aa6-9f94-32273f43e702.achievement.json,0c8ec7bb-ceb3-4aa6-9f94-32273f43e702,1582243200000,
55,b343dffd-8181-4e4a-9a94-63fd12bcfda7.binning_data.json,39481,6000,0,2020-03-30 22:00:07.128,com.sec.android.app.shealth,2020-03-30 22:00:07.128,,1.2222222,40.079998,2.21,55,ekw9bqx6s/,com.sec.android.app.shealth,0,b343dffd-8181-4e4a-9a94-63fd12bcfda7.achievement.json,b343dffd-8181-4e4a-9a94-63fd12bcfda7,1585526400000,
6540,ddfd0018-db7f-49e8-92c2-3203e6584430.binning_data.json,4079957,6000,0,2020-02-01 13:44:55.540,com.sec.android.app.shealth,2020-01-18 00:34:34.013,ddfd0018-db7f-49e8-92c2-3203e6584430.source_info.json,1.0945187,4465.589,242.1,6540,VfS0qUERdZ,com.sec.android.app.shealth,0,ddfd0018-db7f-49e8-92c2-3203e6584430.achievement.json,ddfd0018-db7f-49e8-92c2-3203e6584430,1579305600000,
4267,fcc5e0bc-565e-4e4c-b22b-0d4428e67afa.binning_data.json,2608772,6000,0,2019-12-14 23:00:01.267,com.sec.android.app.shealth,2019-12-14 23:00:01.267,,1.5111713,3142.66,174.12,4267,ekw9bqx6s/,com.sec.android.app.shealth,2885,fcc5e0bc-565e-4e4c-b22b-0d4428e67afa.achievement.json,fcc5e0bc-565e-4e4c-b22b-0d4428e67afa,1576281600000,
5833,1a6b3cfe-d673-4d12-b107-b4fc6b2fe5a9.binning_data.json,3954620,6000,0,2020-01-18 23:00:10.679,com.sec.android.app.shealth,2020-01-18 23:00:10.679,,1.7777778,4257.95,234.39,5833,ekw9bqx6s/,com.sec.android.app.shealth,0,1a6b3cfe-d673-4d12-b107-b4fc6b2fe5a9.achievement.json,1a6b3cfe-d673-4d12-b107-b4fc6b2fe5a9,1579305600000,
9704,3ce375f3-bbc0-4766-90c9-ad2e7ccefc99.binning_data.json,5753341,6000,29,2019-11-13 23:00:01.660,com.sec.android.app.shealth,2019-11-13 23:00:01.660,,2.2777777,7259.87,401.95,9675,ekw9bqx6s/,com.sec.android.app.shealth,0,3ce375f3-bbc0-4766-90c9-ad2e7ccefc99.achievement.json,3ce375f3-bbc0-4766-90c9-ad2e7ccefc99,1573603200000,
7045,3d653c6d-520f-4bdb-b3ca-c140e9c851cc.binning_data.json,3899135,6000,2,2019-11-07 08:21:46.559,com.sec.android.app.shealth,2019-10-24 07:19:32.875,3d653c6d-520f-4bdb-b3ca-c140e9c851cc.source_info.json,1.3025758,5078.92,274.87,7043,VfS0qUERdZ,com.sec.android.app.shealth,0,3d653c6d-520f-4bdb-b3ca-c140e9c851cc.achievement.json,3d653c6d-520f-4bdb-b3ca-c140e9c851cc,1571875200000,
1717,9f1f272c-957e-44d6-b004-32e2147a48f1.binning_data.json,1048846,6000,0,2020-02-22 19:59:32.187,com.sec.android.app.shealth,2020-02-22 01:01:40.006,9f1f272c-957e-44d6-b004-32e2147a48f1.source_info.json,1.2092808,1268.35,70.58,1717,VfS0qUERdZ,com.sec.android.app.shealth,0,9f1f272c-957e-44d6-b004-32e2147a48f1.achievement.json,9f1f272c-957e-44d6-b004-32e2147a48f1,1582329600000,
18,7261b15d-b3f5-48b8-b134-3d32782d834c.binning_data.json,12599,6000,0,2020-03-31 11:49:07.680,com.sec.android.app.shealth,2020-03-31 11:49:07.680,7261b15d-b3f5-48b8-b134-3d32782d834c.source_info.json,1.0539898,13.280001,0.71000004,18,VfS0qUERdZ,com.sec.android.app.shealth,0,7261b15d-b3f5-48b8-b134-3d32782d834c.achievement.json,7261b15d-b3f5-48b8-b134-3d32782d834c,1585612800000,
92,7b1c34ea-5580-433c-bff1-9dc0d1cf9481.binning_data.json,58859,6000,0,2019-12-15 13:45:46.553,com.sec.android.app.shealth,2019-12-15 11:04:26.359,7b1c34ea-5580-433c-bff1-9dc0d1cf9481.source_info.json,1.1595485,68.25,3.7,92,VfS0qUERdZ,com.sec.android.app.shealth,0,7b1c34ea-5580-433c-bff1-9dc0d1cf9481.achievement.json,7b1c34ea-5580-433c-bff1-9dc0d1cf9481,1576368000000,
2522,7d8deb60-b065-476f-9630-065432d4e40d.binning_data.json,1434972,6000,0,2020-02-01 13:44:55.319,com.sec.android.app.shealth,2020-01-19 09:15:50.087,7d8deb60-b065-476f-9630-065432d4e40d.source_info.json,1.3016733,1867.865,99.68,2522,VfS0qUERdZ,com.sec.android.app.shealth,0,7d8deb60-b065-476f-9630-065432d4e40d.achievement.json,7d8deb60-b065-476f-9630-065432d4e40d,1579392000000,
18,86a17a8e-ec74-4ec3-a908-fb2f9e8242a0.binning_data.json,12599,6000,0,2020-03-31 22:00:10.439,com.sec.android.app.shealth,2020-03-31 22:00:10.439,,1.0539898,13.280001,0.71000004,18,ekw9bqx6s/,com.sec.android.app.shealth,0,86a17a8e-ec74-4ec3-a908-fb2f9e8242a0.achievement.json,86a17a8e-ec74-4ec3-a908-fb2f9e8242a0,1585612800000,
2307,8a32c181-7e9d-43ba-b8d7-59cda8d06f7d.binning_data.json,1325962,6000,0,2020-01-19 23:00:36.216,com.sec.android.app.shealth,2020-01-19 23:00:36.216,,1.5555557,1746.78,93.229996,2307,ekw9bqx6s/,com.sec.android.app.shealth,1027,8a32c181-7e9d-43ba-b8d7-59cda8d06f7d.achievement.json,8a32c181-7e9d-43ba-b8d7-59cda8d06f7d,1579392000000,
92,737f4524-592d-4623-9006-89fc517d3bf9.binning_data.json,58854,6000,0,2019-12-15 23:00:07.677,com.sec.android.app.shealth,2019-12-15 23:00:07.677,,1.4444444,68.25,3.7,92,ekw9bqx6s/,com.sec.android.app.shealth,0,737f4524-592d-4623-9006-89fc517d3bf9.achievement.json,737f4524-592d-4623-9006-89fc517d3bf9,1576368000000,
1717,db17c092-42df-447d-a48b-8d3b20172818.binning_data.json,1048835,6000,0,2020-02-22 23:25:15.935,com.sec.android.app.shealth,2020-02-22 23:25:15.935,,1.6388887,1268.35,70.58,1717,ekw9bqx6s/,com.sec.android.app.shealth,0,db17c092-42df-447d-a48b-8d3b20172818.achievement.json,db17c092-42df-447d-a48b-8d3b20172818,1582329600000,
81,a0f8ebc9-b32d-44a4-8100-b1b018b9e762.binning_data.json,50907,6000,0,2020-04-01 20:17:26.360,com.sec.android.app.shealth,2020-04-01 07:37:59.490,a0f8ebc9-b32d-44a4-8100-b1b018b9e762.source_info.json,1.1864594,60.4,3.22,81,VfS0qUERdZ,com.sec.android.app.shealth,0,a0f8ebc9-b32d-44a4-8100-b1b018b9e762.achievement.json,a0f8ebc9-b32d-44a4-8100-b1b018b9e762,1585699200000,
11491,72596e5e-432b-474b-b941-67fe4536ece3.binning_data.json,6609306,6000,0,2020-02-01 13:44:55.206,com.sec.android.app.shealth,2020-01-20 08:35:44.336,72596e5e-432b-474b-b941-67fe4536ece3.source_info.json,1.2335656,8153.013,445.131,11491,VfS0qUERdZ,com.sec.android.app.shealth,0,72596e5e-432b-474b-b941-67fe4536ece3.achievement.json,72596e5e-432b-474b-b941-67fe4536ece3,1579478400000,
68,9220c7c8-c59f-475d-ade7-dd96a0c4e2d7.binning_data.json,44144,6000,0,2020-02-23 22:47:47.489,com.sec.android.app.shealth,2020-02-22 23:25:21.075,9220c7c8-c59f-475d-ade7-dd96a0c4e2d7.source_info.json,1.1437397,50.49,2.6999998,68,VfS0qUERdZ,com.sec.android.app.shealth,0,9220c7c8-c59f-475d-ade7-dd96a0c4e2d7.achievement.json,9220c7c8-c59f-475d-ade7-dd96a0c4e2d7,1582416000000,
7525,583efe03-b359-4922-ab03-9ab9158db9e4.binning_data.json,4395776,6000,0,2020-01-20 23:00:28.668,com.sec.android.app.shealth,2020-01-20 23:00:28.668,,1.75,5652.61,310.25,7525,ekw9bqx6s/,com.sec.android.app.shealth,2362,583efe03-b359-4922-ab03-9ab9158db9e4.achievement.json,583efe03-b359-4922-ab03-9ab9158db9e4,1579478400000,
7418,02191c39-eefb-4690-8954-3abe344dfe01.binning_data.json,4766074,6000,0,2019-12-21 16:43:55.820,com.sec.android.app.shealth,2019-12-16 08:55:01.466,02191c39-eefb-4690-8954-3abe344dfe01.source_info.json,1.1293182,5382.415,298.888,7418,VfS0qUERdZ,com.sec.android.app.shealth,0,02191c39-eefb-4690-8954-3abe344dfe01.achievement.json,02191c39-eefb-4690-8954-3abe344dfe01,1576454400000,
81,a9b32115-36f5-4df0-8028-64ad76edd2fd.binning_data.json,50904,6000,0,2020-04-01 22:06:11.057,com.sec.android.app.shealth,2020-04-01 22:06:11.057,,1.4681811,60.4,3.22,81,ekw9bqx6s/,com.sec.android.app.shealth,0,a9b32115-36f5-4df0-8028-64ad76edd2fd.achievement.json,a9b32115-36f5-4df0-8028-64ad76edd2fd,1585699200000,
11373,121405f7-5cd9-4209-9936-993576b3d570.binning_data.json,6318267,6000,36,2019-11-23 21:31:08.794,com.sec.android.app.shealth,2019-11-14 08:15:56.733,121405f7-5cd9-4209-9936-993576b3d570.source_info.json,1.3198954,8339.453,448.888,11337,VfS0qUERdZ,com.sec.android.app.shealth,0,121405f7-5cd9-4209-9936-993576b3d570.achievement.json,121405f7-5cd9-4209-9936-993576b3d570,1573689600000,
5981,4d56c29d-a4ed-487a-ab58-4fcda00e421c.binning_data.json,3430105,6000,2,2019-10-24 18:40:53.253,com.sec.android.app.shealth,2019-10-24 18:40:53.253,,2.111111,4467.52,243.58,5979,ekw9bqx6s/,com.sec.android.app.shealth,0,4d56c29d-a4ed-487a-ab58-4fcda00e421c.achievement.json,4d56c29d-a4ed-487a-ab58-4fcda00e421c,1571875200000,
68,f844ba9d-6369-48a5-b0a2-4e31c54840d5.binning_data.json,44142,6000,0,2020-02-23 23:00:01.148,com.sec.android.app.shealth,2020-02-23 23:00:01.148,,1.2777779,50.49,2.6999998,68,ekw9bqx6s/,com.sec.android.app.shealth,0,f844ba9d-6369-48a5-b0a2-4e31c54840d5.achievement.json,f844ba9d-6369-48a5-b0a2-4e31c54840d5,1582416000000,
7813,9ad6406b-faa2-442f-898d-069778d5888d.binning_data.json,4643345,6000,0,2019-11-07 08:21:46.194,com.sec.android.app.shealth,2019-10-25 03:35:08.355,9ad6406b-faa2-442f-898d-069778d5888d.source_info.json,1.2339659,5729.73,313.77,7813,VfS0qUERdZ,com.sec.android.app.shealth,0,9ad6406b-faa2-442f-898d-069778d5888d.achievement.json,9ad6406b-faa2-442f-898d-069778d5888d,1571961600000,
8161,03e71120-b4ea-4c93-8637-281de7419ef6.binning_data.json,4569167,6000,31,2019-11-14 23:23:35.200,com.sec.android.app.shealth,2019-11-14 23:23:35.200,,1.8055556,6200.65,336.62,8130,ekw9bqx6s/,com.sec.android.app.shealth,2338,03e71120-b4ea-4c93-8637-281de7419ef6.achievement.json,03e71120-b4ea-4c93-8637-281de7419ef6,1573689600000,
7159,c7f2cbee-4f39-46e1-99d0-d6666ca183e2.binning_data.json,4739661,6000,0,2020-02-01 13:44:54.822,com.sec.android.app.shealth,2020-01-21 07:57:48.394,c7f2cbee-4f39-46e1-99d0-d6666ca183e2.source_info.json,1.0522734,4987.42,285.431,7159,VfS0qUERdZ,com.sec.android.app.shealth,0,c7f2cbee-4f39-46e1-99d0-d6666ca183e2.achievement.json,c7f2cbee-4f39-46e1-99d0-d6666ca183e2,1579564800000,
6365,c0d8690a-53e0-4044-bc5b-4c13148d2203.binning_data.json,4228064,6000,0,2019-12-16 23:04:25.602,com.sec.android.app.shealth,2019-12-16 23:00:01.387,,1.5555557,4659.38,259.41,6365,ekw9bqx6s/,com.sec.android.app.shealth,0,c0d8690a-53e0-4044-bc5b-4c13148d2203.achievement.json,c0d8690a-53e0-4044-bc5b-4c13148d2203,1576454400000,
7478,51f454ca-5bf9-4128-b212-191e948c57ff.binning_data.json,4457504,6000,0,2019-10-25 18:30:01.935,com.sec.android.app.shealth,2019-10-25 18:30:01.935,,1.6666665,5573.88,304.47,7478,ekw9bqx6s/,com.sec.android.app.shealth,2976,51f454ca-5bf9-4128-b212-191e948c57ff.achievement.json,51f454ca-5bf9-4128-b212-191e948c57ff,1571961600000,
139,7b5dba06-27d1-4626-bc79-7b8bbecf902d.binning_data.json,86425,6000,0,2020-04-02 20:29:19.325,com.sec.android.app.shealth,2020-04-01 23:01:15.360,7b5dba06-27d1-4626-bc79-7b8bbecf902d.source_info.json,1.1865689,102.55,5.56,139,VfS0qUERdZ,com.sec.android.app.shealth,0,7b5dba06-27d1-4626-bc79-7b8bbecf902d.achievement.json,7b5dba06-27d1-4626-bc79-7b8bbecf902d,1585785600000,
6436,0aa383c5-781b-4192-85e7-b27c85460afb.binning_data.json,4371979,6000,0,2020-01-21 23:00:01.280,com.sec.android.app.shealth,2020-01-21 23:00:01.280,,1.4444444,4638.91,266.81,6436,ekw9bqx6s/,com.sec.android.app.shealth,0,0aa383c5-781b-4192-85e7-b27c85460afb.achievement.json,0aa383c5-781b-4192-85e7-b27c85460afb,1579564800000,
7679,23a4c67b-4dff-4a8b-b20b-ae6215aa4c87.binning_data.json,4696218,6000,0,2020-02-24 19:00:32.282,com.sec.android.app.shealth,2020-02-23 23:18:09.226,23a4c67b-4dff-4a8b-b20b-ae6215aa4c87.source_info.json,1.1991689,5631.56,317.7,7679,VfS0qUERdZ,com.sec.android.app.shealth,0,23a4c67b-4dff-4a8b-b20b-ae6215aa4c87.achievement.json,23a4c67b-4dff-4a8b-b20b-ae6215aa4c87,1582502400000,
5729,e7530e46-98f3-4c99-901d-e5f65e26cc2b.binning_data.json,3199727,6000,0,2019-11-07 08:21:45.673,com.sec.android.app.shealth,2019-10-26 04:15:50.419,e7530e46-98f3-4c99-901d-e5f65e26cc2b.source_info.json,1.3313491,4259.954,227.4,5729,VfS0qUERdZ,com.sec.android.app.shealth,0,e7530e46-98f3-4c99-901d-e5f65e26cc2b.achievement.json,e7530e46-98f3-4c99-901d-e5f65e26cc2b,1572048000000,
23591,4c3b13f6-50e0-4be4-a1f8-72ee428b7510.binning_data.json,13855292,6000,5,2019-11-23 21:31:08.886,com.sec.android.app.shealth,2019-11-15 07:21:37.500,4c3b13f6-50e0-4be4-a1f8-72ee428b7510.source_info.json,1.2089016,16749.686,901.823,23586,VfS0qUERdZ,com.sec.android.app.shealth,0,4c3b13f6-50e0-4be4-a1f8-72ee428b7510.achievement.json,4c3b13f6-50e0-4be4-a1f8-72ee428b7510,1573776000000,
139,af382499-bc89-462c-8225-19a55140f595.binning_data.json,86421,6000,0,2020-04-02 22:00:02.583,com.sec.android.app.shealth,2020-04-02 22:00:02.583,,1.4166666,102.55,5.56,139,ekw9bqx6s/,com.sec.android.app.shealth,0,af382499-bc89-462c-8225-19a55140f595.achievement.json,af382499-bc89-462c-8225-19a55140f595,1585785600000,
4325,02040780-9a76-42d6-ae59-89f837c25a08.binning_data.json,2557829,6000,0,2019-10-26 18:30:01.325,com.sec.android.app.shealth,2019-10-26 18:30:01.325,,1.5998025,3248.21,174.88,4325,ekw9bqx6s/,com.sec.android.app.shealth,2212,02040780-9a76-42d6-ae59-89f837c25a08.achievement.json,02040780-9a76-42d6-ae59-89f837c25a08,1572048000000,
7409,c9f113a9-6a03-4784-8382-6c71a1f0c852.binning_data.json,4781998,6000,0,2019-12-21 16:43:55.432,com.sec.android.app.shealth,2019-12-17 07:29:39.118,c9f113a9-6a03-4784-8382-6c71a1f0c852.source_info.json,1.109457,5305.422,297.6,7409,VfS0qUERdZ,com.sec.android.app.shealth,0,c9f113a9-6a03-4784-8382-6c71a1f0c852.achievement.json,c9f113a9-6a03-4784-8382-6c71a1f0c852,1576540800000,
7679,c13ce77b-2eb2-4e78-97f5-21ec11059404.binning_data.json,4696167,6000,0,2020-02-24 23:00:39.276,com.sec.android.app.shealth,2020-02-24 23:00:39.276,,1.6666665,5631.56,317.7,7679,ekw9bqx6s/,com.sec.android.app.shealth,1273,c13ce77b-2eb2-4e78-97f5-21ec11059404.achievement.json,c13ce77b-2eb2-4e78-97f5-21ec11059404,1582502400000,
18218,873dd670-ed87-4f42-986b-8298bfad121e.binning_data.json,11098231,6000,8,2019-11-15 23:00:01.570,com.sec.android.app.shealth,2019-11-15 23:00:01.570,,2.8055553,13619.44,740.07996,18210,ekw9bqx6s/,com.sec.android.app.shealth,4634,873dd670-ed87-4f42-986b-8298bfad121e.achievement.json,873dd670-ed87-4f42-986b-8298bfad121e,1573776000000,
1355,d11d9d45-def9-41d3-9778-d294650fb372.binning_data.json,773194,6000,0,2020-04-03 19:12:40.924,com.sec.android.app.shealth,2020-04-03 06:50:56.889,d11d9d45-def9-41d3-9778-d294650fb372.source_info.json,1.3184261,1019.4,55.34,1355,VfS0qUERdZ,com.sec.android.app.shealth,0,d11d9d45-def9-41d3-9778-d294650fb372.achievement.json,d11d9d45-def9-41d3-9778-d294650fb372,1585872000000,
