com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
6885,9faf6819-4368-4abd-9a0f-43ab76a11e71.binning_data.json,3986490,6000,0,2018-10-23 10:47:54.951,com.sec.android.app.shealth,2018-10-22 07:56:20.552,9faf6819-4368-4abd-9a0f-43ab76a11e71.source_info.json,1.1938266,4759.178,266.12,6885,VfS0qUERdZ,com.sec.android.app.shealth,0,9faf6819-4368-4abd-9a0f-43ab76a11e71.achievement.json,9faf6819-4368-4abd-9a0f-43ab76a11e71,1540166400000,
6985,e44b9a26-28b3-4316-87e6-83a92f78b8dd.binning_data.json,3902283,6000,0,2018-11-20 17:59:02.624,com.sec.android.app.shealth,2018-11-20 13:10:34.010,,1.8611113,4789.79,249.548,6985,856JjMUFzS,com.sec.android.app.shealth,4077,e44b9a26-28b3-4316-87e6-83a92f78b8dd.achievement.json,e44b9a26-28b3-4316-87e6-83a92f78b8dd,1542672000000,
6457,585de98a-e8e2-48e4-bce1-2ef0f1a0bbd8.binning_data.json,3685943,6000,0,2018-10-23 10:47:40.379,com.sec.android.app.shealth,2018-10-23 10:47:40.379,,1.9722222,4002.369,220.82,6457,856JjMUFzS,com.sec.android.app.shealth,0,585de98a-e8e2-48e4-bce1-2ef0f1a0bbd8.achievement.json,585de98a-e8e2-48e4-bce1-2ef0f1a0bbd8,1540166400000,
5109,d4a65f1f-c148-487b-a4d8-baccb5da4b98.binning_data.json,3072164,6000,0,2018-11-13 17:34:41.543,com.sec.android.app.shealth,2018-11-09 11:13:14.924,d4a65f1f-c148-487b-a4d8-baccb5da4b98.source_info.json,1.1988062,3682.93,195.67,5109,VfS0qUERdZ,com.sec.android.app.shealth,0,d4a65f1f-c148-487b-a4d8-baccb5da4b98.achievement.json,d4a65f1f-c148-487b-a4d8-baccb5da4b98,1541721600000,
5112,58311605-08f3-4505-a335-d252616390e1.binning_data.json,2870724,6000,0,2018-11-23 12:25:29.454,com.sec.android.app.shealth,2018-11-22 11:27:36.357,,1.6388887,3432.245,176.909,5112,856JjMUFzS,com.sec.android.app.shealth,3283,58311605-08f3-4505-a335-d252616390e1.achievement.json,58311605-08f3-4505-a335-d252616390e1,1542844800000,
15485,8f35a5fd-b6ab-44be-8a24-df8f77aa29ae.binning_data.json,9105872,6000,18,2018-10-13 22:00:02.446,com.sec.android.app.shealth,2018-10-13 22:00:02.446,,2.0000002,11736.26,623.56,15467,ekw9bqx6s/,com.sec.android.app.shealth,5746,8f35a5fd-b6ab-44be-8a24-df8f77aa29ae.achievement.json,8f35a5fd-b6ab-44be-8a24-df8f77aa29ae,1539388800000,
2789,2ffc5cc8-d990-4211-bb78-bc49a122a9f4.binning_data.json,1570586,6000,0,2018-11-13 17:34:44.328,com.sec.android.app.shealth,2018-11-12 15:06:05.835,2ffc5cc8-d990-4211-bb78-bc49a122a9f4.source_info.json,1.325675,2082.087,108.58,2789,VfS0qUERdZ,com.sec.android.app.shealth,0,2ffc5cc8-d990-4211-bb78-bc49a122a9f4.achievement.json,2ffc5cc8-d990-4211-bb78-bc49a122a9f4,1541980800000,
6009,82db9343-3be0-4c31-b891-c13480fbafff.binning_data.json,3302468,6000,0,2018-10-10 07:06:11.751,com.sec.android.app.shealth,2018-10-09 12:15:03.425,82db9343-3be0-4c31-b891-c13480fbafff.source_info.json,1.379801,4556.749,239.589,6009,VfS0qUERdZ,com.sec.android.app.shealth,0,82db9343-3be0-4c31-b891-c13480fbafff.achievement.json,82db9343-3be0-4c31-b891-c13480fbafff,1539043200000,
4257,f0f18eb0-72ca-4221-8bb1-7c58031624df.binning_data.json,2650614,6000,0,2018-11-24 23:00:01.640,com.sec.android.app.shealth,2018-11-24 23:00:01.640,,1.5277778,3174.23,170.11,4257,ekw9bqx6s/,com.sec.android.app.shealth,1550,f0f18eb0-72ca-4221-8bb1-7c58031624df.achievement.json,f0f18eb0-72ca-4221-8bb1-7c58031624df,1543017600000,
16,6ac4abb1-97d5-4c77-bdcb-86cecd206520.binning_data.json,9466,6000,0,2018-10-15 22:00:02.473,com.sec.android.app.shealth,2018-10-15 22:00:02.473,,1.276017,12.08,0.62,16,ekw9bqx6s/,com.sec.android.app.shealth,0,6ac4abb1-97d5-4c77-bdcb-86cecd206520.achievement.json,6ac4abb1-97d5-4c77-bdcb-86cecd206520,1539561600000,
6927,12693dca-e108-46ea-b0dd-e9ef964d6a34.binning_data.json,4237218,6000,0,2018-11-13 17:34:27.782,com.sec.android.app.shealth,2018-11-13 17:34:27.782,,1.6388887,4376.979,235.84,6927,856JjMUFzS,com.sec.android.app.shealth,1033,12693dca-e108-46ea-b0dd-e9ef964d6a34.achievement.json,12693dca-e108-46ea-b0dd-e9ef964d6a34,1541808000000,
5075,3c1121d6-5762-422e-9221-29469b235af9.binning_data.json,2732896,6000,0,2018-11-26 23:28:33.244,com.sec.android.app.shealth,2018-11-26 23:28:33.244,,1.5851523,3821.98,203.17,5075,ekw9bqx6s/,com.sec.android.app.shealth,1745,3c1121d6-5762-422e-9221-29469b235af9.achievement.json,3c1121d6-5762-422e-9221-29469b235af9,1543190400000,
138,d4a763bd-e816-424c-8b89-d32fe8408678.binning_data.json,79198,6000,0,2018-11-15 23:00:01.713,com.sec.android.app.shealth,2018-11-15 23:00:01.713,,1.4687142,104.270004,5.46,138,ekw9bqx6s/,com.sec.android.app.shealth,0,d4a763bd-e816-424c-8b89-d32fe8408678.achievement.json,d4a763bd-e816-424c-8b89-d32fe8408678,1542240000000,
5842,e9c96296-86f1-4c18-b5cd-57aa409d8b18.binning_data.json,3189645,6000,0,2018-10-23 10:47:51.751,com.sec.android.app.shealth,2018-10-17 22:18:05.675,e9c96296-86f1-4c18-b5cd-57aa409d8b18.source_info.json,1.3579315,4331.32,230.16,5842,VfS0qUERdZ,com.sec.android.app.shealth,0,e9c96296-86f1-4c18-b5cd-57aa409d8b18.achievement.json,e9c96296-86f1-4c18-b5cd-57aa409d8b18,1539820800000,
7563,affc492b-0d1c-4dbf-b2ae-5f0be2ff536f.binning_data.json,4387912,6000,0,2018-11-29 00:11:45.764,com.sec.android.app.shealth,2018-11-28 10:00:33.810,,2.5,4706.965,243.52,7563,856JjMUFzS,com.sec.android.app.shealth,3139,affc492b-0d1c-4dbf-b2ae-5f0be2ff536f.achievement.json,affc492b-0d1c-4dbf-b2ae-5f0be2ff536f,1543363200000,
4109,86efa606-417e-48ad-b893-b4c5de2d84ad.binning_data.json,2369765,6000,0,2018-11-30 19:56:23.394,com.sec.android.app.shealth,2018-11-29 11:10:35.599,86efa606-417e-48ad-b893-b4c5de2d84ad.source_info.json,1.251825,2966.532,155.89998,4109,VfS0qUERdZ,com.sec.android.app.shealth,0,86efa606-417e-48ad-b893-b4c5de2d84ad.achievement.json,86efa606-417e-48ad-b893-b4c5de2d84ad,1543449600000,
5456,b503a1e6-8002-4bbc-98f4-09ddc9d5ff76.binning_data.json,3829721,6000,0,2018-11-17 23:00:01.568,com.sec.android.app.shealth,2018-11-17 23:00:01.568,,1.4166666,3963.73,218.47,5456,ekw9bqx6s/,com.sec.android.app.shealth,0,b503a1e6-8002-4bbc-98f4-09ddc9d5ff76.achievement.json,b503a1e6-8002-4bbc-98f4-09ddc9d5ff76,1542412800000,
4099,b468f616-b81b-4e63-aa43-b7a71d4eac8f.binning_data.json,2347829,6000,7,2018-11-30 19:56:12.783,com.sec.android.app.shealth,2018-11-30 19:56:12.783,,1.9092122,2651.519,135.751,4092,856JjMUFzS,com.sec.android.app.shealth,2251,b468f616-b81b-4e63-aa43-b7a71d4eac8f.achievement.json,b468f616-b81b-4e63-aa43-b7a71d4eac8f,1543536000000,
8294,6a3b422b-1107-4d32-b743-0aa5e03cbe03.binning_data.json,4665389,6000,11,2018-11-19 17:14:10.770,com.sec.android.app.shealth,2018-11-19 12:53:59.106,,1.7777778,5507.006,292.379,8283,856JjMUFzS,com.sec.android.app.shealth,3847,6a3b422b-1107-4d32-b743-0aa5e03cbe03.achievement.json,6a3b422b-1107-4d32-b743-0aa5e03cbe03,1542585600000,
6590,8506327b-29b4-4513-bdc5-7c1d6d444131.binning_data.json,3665707,6000,0,2018-10-30 23:09:58.451,com.sec.android.app.shealth,2018-10-24 22:17:30.641,8506327b-29b4-4513-bdc5-7c1d6d444131.source_info.json,1.3386742,4907.188,262.79,6590,VfS0qUERdZ,com.sec.android.app.shealth,0,8506327b-29b4-4513-bdc5-7c1d6d444131.achievement.json,8506327b-29b4-4513-bdc5-7c1d6d444131,1540425600000,
1845,6fc4141f-7704-42b6-a03f-e244303cafe2.binning_data.json,1270246,6000,0,2018-10-20 22:00:01.187,com.sec.android.app.shealth,2018-10-20 22:00:01.187,,1.5833335,1345.66,73.81,1845,ekw9bqx6s/,com.sec.android.app.shealth,0,6fc4141f-7704-42b6-a03f-e244303cafe2.achievement.json,6fc4141f-7704-42b6-a03f-e244303cafe2,1539993600000,
3797,d8a3c051-d1f4-4b44-8cd0-4bb1221c3d67.binning_data.json,2216711,6000,13,2018-12-17 19:54:10.448,com.sec.android.app.shealth,2018-12-03 12:35:49.353,d8a3c051-d1f4-4b44-8cd0-4bb1221c3d67.source_info.json,1.246387,2762.88,146.61,3784,VfS0qUERdZ,com.sec.android.app.shealth,0,d8a3c051-d1f4-4b44-8cd0-4bb1221c3d67.achievement.json,d8a3c051-d1f4-4b44-8cd0-4bb1221c3d67,1543795200000,
14873,56f6efdf-cdb4-491b-b1cd-3c13c5a373ce.binning_data.json,9089657,6000,1,2018-11-22 11:27:36.498,com.sec.android.app.shealth,2018-11-21 19:19:08.734,,1.8541307,8945.845,486.39,14872,856JjMUFzS,com.sec.android.app.shealth,3958,56f6efdf-cdb4-491b-b1cd-3c13c5a373ce.achievement.json,56f6efdf-cdb4-491b-b1cd-3c13c5a373ce,1542758400000,
5062,66508767-4af6-4ca2-b2c2-3c702c68ff95.binning_data.json,2825855,6000,0,2018-10-30 14:05:53.317,com.sec.android.app.shealth,2018-10-27 16:18:12.100,,2.2499998,3547.498,184.07,5062,856JjMUFzS,com.sec.android.app.shealth,3771,66508767-4af6-4ca2-b2c2-3c702c68ff95.achievement.json,66508767-4af6-4ca2-b2c2-3c702c68ff95,1540598400000,
441,2f3aecd8-2c77-4c87-bbcc-e844afa1f999.binning_data.json,324301,6000,0,2018-12-01 20:00:14.683,com.sec.android.app.shealth,2018-11-30 23:45:00.217,2f3aecd8-2c77-4c87-bbcc-e844afa1f999.source_info.json,0.9804135,317.95,17.81,441,VfS0qUERdZ,com.sec.android.app.shealth,0,2f3aecd8-2c77-4c87-bbcc-e844afa1f999.achievement.json,2f3aecd8-2c77-4c87-bbcc-e844afa1f999,1543622400000,
4290,d02aa2ad-3126-4bc2-91ea-5a99641a0c24.binning_data.json,2364300,6000,0,2018-12-06 20:20:30.425,com.sec.android.app.shealth,2018-12-06 16:07:14.739,d02aa2ad-3126-4bc2-91ea-5a99641a0c24.source_info.json,1.378691,3259.64,173.72,4290,VfS0qUERdZ,com.sec.android.app.shealth,0,d02aa2ad-3126-4bc2-91ea-5a99641a0c24.achievement.json,d02aa2ad-3126-4bc2-91ea-5a99641a0c24,1544054400000,
7705,a624504c-958a-457f-b3bd-e7f4b94d43f0.binning_data.json,4395321,6000,0,2018-11-24 11:36:51.528,com.sec.android.app.shealth,2018-11-23 12:25:29.493,,1.9722222,5203.578,270.951,7705,856JjMUFzS,com.sec.android.app.shealth,5845,a624504c-958a-457f-b3bd-e7f4b94d43f0.achievement.json,a624504c-958a-457f-b3bd-e7f4b94d43f0,1542931200000,
5741,3243a279-b041-4b06-949f-b773daf89a2c.binning_data.json,3160539,6000,0,2018-10-12 18:05:02.240,com.sec.android.app.shealth,2018-10-11 08:15:01.336,3243a279-b041-4b06-949f-b773daf89a2c.source_info.json,1.3605398,4300.04,233.33,5741,VfS0qUERdZ,com.sec.android.app.shealth,0,3243a279-b041-4b06-949f-b773daf89a2c.achievement.json,3243a279-b041-4b06-949f-b773daf89a2c,1539216000000,
3745,bf9f58cf-f939-46f1-baab-3771a9dd39d7.binning_data.json,2052445,6000,3,2018-10-23 10:47:39.837,com.sec.android.app.shealth,2018-10-23 10:47:39.837,,2.1666667,2656.661,142.24,3742,856JjMUFzS,com.sec.android.app.shealth,1253,bf9f58cf-f939-46f1-baab-3771a9dd39d7.achievement.json,bf9f58cf-f939-46f1-baab-3771a9dd39d7,1539907200000,
4180,64e6d9a9-78ee-4628-a4dd-0d372f69cd7f.binning_data.json,2546656,6000,0,2018-11-27 13:52:08.338,com.sec.android.app.shealth,2018-11-25 17:25:18.636,,1.5,2712.531,145.741,4180,856JjMUFzS,com.sec.android.app.shealth,1075,64e6d9a9-78ee-4628-a4dd-0d372f69cd7f.achievement.json,64e6d9a9-78ee-4628-a4dd-0d372f69cd7f,1543104000000,
131,9e6bdf9d-3335-4809-83ac-1de6d25c9110.binning_data.json,82495,6000,0,2018-12-09 19:17:17.635,com.sec.android.app.shealth,2018-12-09 00:12:58.107,9e6bdf9d-3335-4809-83ac-1de6d25c9110.source_info.json,1.1799377,97.34,5.21,131,VfS0qUERdZ,com.sec.android.app.shealth,0,9e6bdf9d-3335-4809-83ac-1de6d25c9110.achievement.json,9e6bdf9d-3335-4809-83ac-1de6d25c9110,1544313600000,
16332,94475383-2613-4115-a87e-75823e035487.binning_data.json,9482728,6000,23,2018-10-14 08:09:11.368,com.sec.android.app.shealth,2018-10-12 22:35:09.022,94475383-2613-4115-a87e-75823e035487.source_info.json,1.2730273,12071.774,642.57,16309,VfS0qUERdZ,com.sec.android.app.shealth,0,94475383-2613-4115-a87e-75823e035487.achievement.json,94475383-2613-4115-a87e-75823e035487,1539388800000,
8422,9ae34f4e-d074-4a84-98fa-3c704e4b3f31.binning_data.json,4565169,6000,0,2018-11-28 10:00:34.065,com.sec.android.app.shealth,2018-11-27 13:52:08.552,,1.8333335,6137.025,327.681,8422,856JjMUFzS,com.sec.android.app.shealth,6568,9ae34f4e-d074-4a84-98fa-3c704e4b3f31.achievement.json,9ae34f4e-d074-4a84-98fa-3c704e4b3f31,1543276800000,
12684,a0db0fb9-705c-4c44-a6ef-2029cb50627c.binning_data.json,5216983,6000,10190,2018-10-16 03:51:04.019,com.sec.android.app.shealth,2018-10-15 04:32:24.019,,3.2222223,10901.778,817.462,2494,856JjMUFzS,com.sec.android.app.shealth,0,a0db0fb9-705c-4c44-a6ef-2029cb50627c.achievement.json,a0db0fb9-705c-4c44-a6ef-2029cb50627c,1539561600000,
7568,72aadee0-1464-45e2-b8cf-ae3c17985333.binning_data.json,4307384,6000,16,2018-12-17 19:54:18.562,com.sec.android.app.shealth,2018-12-11 23:08:48.167,72aadee0-1464-45e2-b8cf-ae3c17985333.source_info.json,1.2611287,5432.165,289.392,7552,VfS0qUERdZ,com.sec.android.app.shealth,0,72aadee0-1464-45e2-b8cf-ae3c17985333.achievement.json,72aadee0-1464-45e2-b8cf-ae3c17985333,1544572800000,
3875,df04932b-6d02-4578-b0db-34d9d38ffecd.binning_data.json,2199047,6000,0,2018-11-30 19:56:12.783,com.sec.android.app.shealth,2018-11-29 15:58:15.068,,1.8888888,2502.282,125.96,3875,856JjMUFzS,com.sec.android.app.shealth,2841,df04932b-6d02-4578-b0db-34d9d38ffecd.achievement.json,df04932b-6d02-4578-b0db-34d9d38ffecd,1543449600000,
245,4b821b99-cd5b-4009-b62d-33a93e3043f0.binning_data.json,141799,6000,0,2018-12-04 22:46:13.058,com.sec.android.app.shealth,2018-12-03 23:07:59.185,4b821b99-cd5b-4009-b62d-33a93e3043f0.source_info.json,1.2995096,184.27,9.7,245,VfS0qUERdZ,com.sec.android.app.shealth,0,4b821b99-cd5b-4009-b62d-33a93e3043f0.achievement.json,4b821b99-cd5b-4009-b62d-33a93e3043f0,1543881600000,
7967,66f7dc0d-23d4-438a-897f-c0850e227d04.binning_data.json,4635716,6000,0,2018-10-24 22:00:02.433,com.sec.android.app.shealth,2018-10-23 22:22:50.793,,1.4896656,6004.2197,320.61,7967,ekw9bqx6s/,com.sec.android.app.shealth,2403,66f7dc0d-23d4-438a-897f-c0850e227d04.achievement.json,66f7dc0d-23d4-438a-897f-c0850e227d04,1540339200000,
5842,c734d1b9-ad33-434f-be1e-b17e2e9a00d0.binning_data.json,3195151,6000,0,2018-10-17 21:16:11.633,com.sec.android.app.shealth,2018-10-16 22:24:40.064,c734d1b9-ad33-434f-be1e-b17e2e9a00d0.source_info.json,1.3913771,4445.66,235.29001,5842,VfS0qUERdZ,com.sec.android.app.shealth,0,c734d1b9-ad33-434f-be1e-b17e2e9a00d0.achievement.json,c734d1b9-ad33-434f-be1e-b17e2e9a00d0,1539734400000,
4808,149bc3bc-8ad6-45c4-86c4-66049436816d.binning_data.json,2703978,6000,0,2018-12-17 19:54:21.193,com.sec.android.app.shealth,2018-12-14 23:55:44.699,149bc3bc-8ad6-45c4-86c4-66049436816d.source_info.json,1.3226846,3576.5107,188.16998,4808,VfS0qUERdZ,com.sec.android.app.shealth,0,149bc3bc-8ad6-45c4-86c4-66049436816d.achievement.json,149bc3bc-8ad6-45c4-86c4-66049436816d,1544832000000,
441,336f68bb-00cd-46fa-b4e7-888138522aef.binning_data.json,324296,6000,0,2018-12-01 23:00:01.558,com.sec.android.app.shealth,2018-12-01 23:00:01.558,,1.3333333,317.95,17.81,441,ekw9bqx6s/,com.sec.android.app.shealth,0,336f68bb-00cd-46fa-b4e7-888138522aef.achievement.json,336f68bb-00cd-46fa-b4e7-888138522aef,1543622400000,
245,6274e65c-e312-453e-9272-d4a816215ae8.binning_data.json,141794,6000,0,2018-12-04 23:00:01.934,com.sec.android.app.shealth,2018-12-04 23:00:01.934,,1.75,184.27,9.7,245,ekw9bqx6s/,com.sec.android.app.shealth,0,6274e65c-e312-453e-9272-d4a816215ae8.achievement.json,6274e65c-e312-453e-9272-d4a816215ae8,1543881600000,
2732,e7d62f89-c7c8-4e6d-9e46-eaaf578ff772.binning_data.json,1515277,6000,0,2018-12-17 19:54:03.153,com.sec.android.app.shealth,2018-12-17 19:54:03.153,,1.9722222,1914.24,98.761,2732,856JjMUFzS,com.sec.android.app.shealth,2034,e7d62f89-c7c8-4e6d-9e46-eaaf578ff772.achievement.json,e7d62f89-c7c8-4e6d-9e46-eaaf578ff772,1544400000000,
3549,9a6e8c44-8447-41c6-b323-4082d04e266a.binning_data.json,2002142,6000,0,2018-10-19 22:00:01.359,com.sec.android.app.shealth,2018-10-19 22:00:01.359,,1.6388887,2670.3699,146.23,3549,ekw9bqx6s/,com.sec.android.app.shealth,1302,9a6e8c44-8447-41c6-b323-4082d04e266a.achievement.json,9a6e8c44-8447-41c6-b323-4082d04e266a,1539907200000,
5747,18f0b590-9546-490c-8ac9-c9198951f32c.binning_data.json,3448199,6000,0,2018-10-22 22:23:17.483,com.sec.android.app.shealth,2018-10-22 22:23:17.483,,1.6388887,4191.2603,238.05,5747,ekw9bqx6s/,com.sec.android.app.shealth,0,18f0b590-9546-490c-8ac9-c9198951f32c.achievement.json,18f0b590-9546-490c-8ac9-c9198951f32c,1540166400000,
7070,1c8da7ec-f18c-4b13-9ad6-d01d077a0d33.binning_data.json,3966999,6000,35,2018-12-17 19:54:04.269,com.sec.android.app.shealth,2018-12-17 19:54:04.269,,1.75,4824.093,254.982,7035,856JjMUFzS,com.sec.android.app.shealth,1439,1c8da7ec-f18c-4b13-9ad6-d01d077a0d33.achievement.json,1c8da7ec-f18c-4b13-9ad6-d01d077a0d33,1544572800000,
10374,c822f2a2-c14b-49bc-914d-abed473a9383.binning_data.json,5837962,6000,56,2018-12-17 19:54:14.136,com.sec.android.app.shealth,2018-12-07 09:54:11.237,c822f2a2-c14b-49bc-914d-abed473a9383.source_info.json,1.2862614,7509.1455,411.011,10318,VfS0qUERdZ,com.sec.android.app.shealth,0,c822f2a2-c14b-49bc-914d-abed473a9383.achievement.json,c822f2a2-c14b-49bc-914d-abed473a9383,1544140800000,
3616,f39f94b4-3bc1-4d78-8086-9cc352dba060.binning_data.json,2015264,6000,0,2018-10-23 10:47:40.424,com.sec.android.app.shealth,2018-10-23 10:47:40.424,,1.9166666,2426.158,127.65,3616,856JjMUFzS,com.sec.android.app.shealth,2658,f39f94b4-3bc1-4d78-8086-9cc352dba060.achievement.json,f39f94b4-3bc1-4d78-8086-9cc352dba060,1540252800000,
39,73c13922-2a2b-48ee-9ffd-6a6b58f13efa.binning_data.json,23971,6000,0,2018-12-20 22:38:58.499,com.sec.android.app.shealth,2018-12-20 14:27:40.617,73c13922-2a2b-48ee-9ffd-6a6b58f13efa.source_info.json,1.204371,28.869999,1.55,39,VfS0qUERdZ,com.sec.android.app.shealth,0,73c13922-2a2b-48ee-9ffd-6a6b58f13efa.achievement.json,73c13922-2a2b-48ee-9ffd-6a6b58f13efa,1545264000000,
357,b6ca310d-4a07-49eb-9ecf-98e311b623eb.binning_data.json,220028,6000,0,2018-10-31 23:00:29.207,com.sec.android.app.shealth,2018-10-25 22:02:13.768,b6ca310d-4a07-49eb-9ecf-98e311b623eb.source_info.json,1.217752,267.94,14.190001,357,VfS0qUERdZ,com.sec.android.app.shealth,0,b6ca310d-4a07-49eb-9ecf-98e311b623eb.achievement.json,b6ca310d-4a07-49eb-9ecf-98e311b623eb,1540512000000,
5342,03211505-169d-4b40-99ad-a16fbcf77137.binning_data.json,2972800,6000,0,2018-11-02 13:14:41.731,com.sec.android.app.shealth,2018-10-30 03:03:47.761,03211505-169d-4b40-99ad-a16fbcf77137.source_info.json,1.3299539,3953.688,211.53,5342,VfS0qUERdZ,com.sec.android.app.shealth,0,03211505-169d-4b40-99ad-a16fbcf77137.achievement.json,03211505-169d-4b40-99ad-a16fbcf77137,1540857600000,
9136,8fd93f39-5068-4983-95ea-9383d41a70e4.binning_data.json,5391767,6000,0,2018-12-07 23:00:02.024,com.sec.android.app.shealth,2018-12-07 23:00:02.024,,2.1666667,6773.3896,375.21997,9136,ekw9bqx6s/,com.sec.android.app.shealth,2856,8fd93f39-5068-4983-95ea-9383d41a70e4.achievement.json,8fd93f39-5068-4983-95ea-9383d41a70e4,1544140800000,
6055,f72ae987-6659-49aa-a78b-f28bcd944dbd.binning_data.json,3309545,6000,0,2018-10-25 17:57:50.389,com.sec.android.app.shealth,2018-10-25 11:52:56.060,,1.6708872,4377.296,228.89,6055,856JjMUFzS,com.sec.android.app.shealth,3417,f72ae987-6659-49aa-a78b-f28bcd944dbd.achievement.json,f72ae987-6659-49aa-a78b-f28bcd944dbd,1540425600000,
3113,78031951-57ef-4092-bb8e-44b5c3d1d398.binning_data.json,1760193,6000,0,2018-12-17 19:54:16.765,com.sec.android.app.shealth,2018-12-09 23:08:37.761,78031951-57ef-4092-bb8e-44b5c3d1d398.source_info.json,1.3227468,2328.29,122.64,3113,VfS0qUERdZ,com.sec.android.app.shealth,0,78031951-57ef-4092-bb8e-44b5c3d1d398.achievement.json,78031951-57ef-4092-bb8e-44b5c3d1d398,1544400000000,
2851,76fb0264-af64-484c-9641-d1d33d4739be.binning_data.json,1630570,6000,0,2018-12-10 23:00:02.828,com.sec.android.app.shealth,2018-12-10 23:00:02.828,,1.5555557,2169.12,114.38,2851,ekw9bqx6s/,com.sec.android.app.shealth,0,76fb0264-af64-484c-9641-d1d33d4739be.achievement.json,76fb0264-af64-484c-9641-d1d33d4739be,1544400000000,
4833,b9c5e4dc-fbc6-4fa8-abfa-76248dbaa58a.binning_data.json,2719933,6000,0,2018-12-13 22:47:32.662,com.sec.android.app.shealth,2018-12-13 17:16:31.418,b9c5e4dc-fbc6-4fa8-abfa-76248dbaa58a.source_info.json,1.3522388,3678.0,194.58,4833,VfS0qUERdZ,com.sec.android.app.shealth,0,b9c5e4dc-fbc6-4fa8-abfa-76248dbaa58a.achievement.json,b9c5e4dc-fbc6-4fa8-abfa-76248dbaa58a,1544659200000,
4833,9228af26-80e6-4e07-8695-befc04995f29.binning_data.json,2719912,6000,0,2018-12-13 23:00:01.791,com.sec.android.app.shealth,2018-12-13 23:00:01.791,,1.7777778,3678.0,194.58,4833,ekw9bqx6s/,com.sec.android.app.shealth,3644,9228af26-80e6-4e07-8695-befc04995f29.achievement.json,9228af26-80e6-4e07-8695-befc04995f29,1544659200000,
58,4b8dbf6a-7465-4912-924d-f89119291a53.binning_data.json,33381,6000,0,2018-11-01 22:19:21.718,com.sec.android.app.shealth,2018-11-01 00:16:37.613,4b8dbf6a-7465-4912-924d-f89119291a53.source_info.json,1.3234787,44.18,2.29,58,VfS0qUERdZ,com.sec.android.app.shealth,0,4b8dbf6a-7465-4912-924d-f89119291a53.achievement.json,4b8dbf6a-7465-4912-924d-f89119291a53,1541030400000,
70,7b002cd5-0152-4fae-9c99-89c6339afde1.binning_data.json,40512,6000,0,2018-10-28 23:00:13.546,com.sec.android.app.shealth,2018-10-28 23:00:13.546,,1.7777778,53.52,2.76,70,ekw9bqx6s/,com.sec.android.app.shealth,0,7b002cd5-0152-4fae-9c99-89c6339afde1.achievement.json,7b002cd5-0152-4fae-9c99-89c6339afde1,1540684800000,
98,6a5529b8-f4ed-423c-ac0c-f0e709a6f42c.binning_data.json,57783,6000,0,2018-12-16 23:08:02.074,com.sec.android.app.shealth,2018-12-16 23:08:02.074,,1.4444444,74.15,3.87,98,ekw9bqx6s/,com.sec.android.app.shealth,0,6a5529b8-f4ed-423c-ac0c-f0e709a6f42c.achievement.json,6a5529b8-f4ed-423c-ac0c-f0e709a6f42c,1544918400000,
6397,b714ebac-cfd9-4013-9ee5-98d954186dd9.binning_data.json,3852231,6000,2,2018-12-25 19:15:15.652,com.sec.android.app.shealth,2018-12-22 23:48:56.750,b714ebac-cfd9-4013-9ee5-98d954186dd9.source_info.json,1.1883734,4577.889,242.99997,6395,VfS0qUERdZ,com.sec.android.app.shealth,0,b714ebac-cfd9-4013-9ee5-98d954186dd9.achievement.json,b714ebac-cfd9-4013-9ee5-98d954186dd9,1545523200000,
5906,7760f8ae-e6ca-473a-b272-59b651456419.binning_data.json,3675387,6000,1,2018-11-04 15:15:04.101,com.sec.android.app.shealth,2018-11-03 09:05:14.273,7760f8ae-e6ca-473a-b272-59b651456419.source_info.json,1.089637,4004.838,220.08,5905,VfS0qUERdZ,com.sec.android.app.shealth,0,7760f8ae-e6ca-473a-b272-59b651456419.achievement.json,7760f8ae-e6ca-473a-b272-59b651456419,1541203200000,
11701,836a0271-bb74-4b16-be3e-e52f3b7a5120.binning_data.json,7337430,6000,41,2018-12-17 19:54:03.631,com.sec.android.app.shealth,2018-12-17 19:54:03.631,,2.138889,7126.064,401.881,11660,856JjMUFzS,com.sec.android.app.shealth,0,836a0271-bb74-4b16-be3e-e52f3b7a5120.achievement.json,836a0271-bb74-4b16-be3e-e52f3b7a5120,1544486400000,
5891,c906f0e9-5490-4c5d-a95e-984fa079d291.binning_data.json,3498838,6000,0,2018-12-25 19:15:01.884,com.sec.android.app.shealth,2018-12-25 19:15:01.884,,1.6944444,3711.68,193.531,5891,856JjMUFzS,com.sec.android.app.shealth,2411,c906f0e9-5490-4c5d-a95e-984fa079d291.achievement.json,c906f0e9-5490-4c5d-a95e-984fa079d291,1545523200000,
5428,446fc5f3-934e-4b3c-9e4c-3bef4b90d29d.binning_data.json,3280691,6000,0,2018-10-27 22:07:24.449,com.sec.android.app.shealth,2018-10-27 22:07:24.449,,1.4444444,4084.27,217.17,5428,ekw9bqx6s/,com.sec.android.app.shealth,2859,446fc5f3-934e-4b3c-9e4c-3bef4b90d29d.achievement.json,446fc5f3-934e-4b3c-9e4c-3bef4b90d29d,1540598400000,
